request,time_stamp,duration (sec),success,generated numbers count,next_interval
55,2026-04-28T11:59:53.673179,0.22,True,10,8.0
56,2026-04-28T12:00:01.925365,0.25,True,10,18.0
57,2026-04-28T12:00:20.314039,0.39,True,10,10.0
58,2026-04-28T12:00:30.608337,0.29,True,10,14.0
59,2026-04-28T12:00:45.055158,0.44,True,10,14.0
60,2026-04-28T12:00:59.280048,0.22,True,10,12.0
61,2026-04-28T12:01:11.566553,0.29,True,10,16.0
62,2026-04-28T12:01:27.953992,0.38,True,10,29.0
63,2026-04-28T12:01:57.298850,0.34,True,10,9.0
64,2026-04-28T12:02:06.544079,0.24,True,10,1.0
65,2026-04-28T12:02:07.805346,0.26,True,10,24.0
66,2026-04-28T12:02:32.023867,0.21,True,10,7.0
67,2026-04-28T12:02:39.247452,0.22,True,10,4.0
68,2026-04-28T12:02:43.640724,0.39,True,10,24.0
69,2026-04-28T12:03:07.864193,0.22,True,10,11.0
70,2026-04-28T12:03:19.086435,0.22,True,10,23.0
71,2026-04-28T12:03:42.520242,0.43,True,10,20.0
72,2026-04-28T12:04:02.763239,0.24,True,10,1.0
73,2026-04-28T12:04:04.023407,0.26,True,10,24.0
74,2026-04-28T12:04:28.264916,0.24,True,10,3.0
75,2026-04-28T12:04:31.493393,0.22,True,10,19.0
76,2026-04-28T12:04:50.724711,0.23,True,10,29.0
77,2026-04-28T12:05:19.980905,0.25,True,10,15.0
78,2026-04-28T12:05:35.199991,0.22,True,10,17.0
79,2026-04-28T12:05:52.439669,0.24,True,10,3.0
80,2026-04-28T12:05:55.666097,0.22,True,10,18.0
81,2026-04-28T12:06:13.905851,0.23,True,10,25.0
82,2026-04-28T12:06:39.234153,0.32,True,10,17.0
83,2026-04-28T12:06:56.672821,0.43,True,10,18.0
84,2026-04-28T12:07:15.033553,0.36,True,10,12.0
85,2026-04-28T12:07:27.384184,0.35,True,10,15.0
86,2026-04-28T12:07:42.614910,0.23,True,10,18.0
87,2026-04-28T12:08:01.132764,0.51,True,10,8.0
88,2026-04-28T12:08:09.372580,0.24,True,10,29.0
89,2026-04-28T12:08:38.606052,0.23,True,10,27.0
90,2026-04-28T12:09:05.836364,0.23,True,10,29.0
91,2026-04-28T12:09:35.690893,0.85,True,10,17.0
92,2026-04-28T12:09:52.926497,0.23,True,10,26.0
93,2026-04-28T12:10:19.150978,0.22,True,10,6.0
94,2026-04-28T12:10:25.386494,0.23,True,10,2.0
95,2026-04-28T12:10:27.614965,0.23,True,10,13.0
96,2026-04-28T12:10:40.857099,0.24,True,10,8.0
97,2026-04-28T12:10:49.087623,0.23,True,10,15.0
98,2026-04-28T12:11:04.611607,0.52,True,10,4.0
99,2026-04-28T12:11:08.904556,0.29,True,10,26.0
100,2026-04-28T12:11:35.268577,0.36,True,10,
