request,time_stamp,duration (sec),success,generated numbers count,next_interval
72,2026-05-02T14:36:28.823043,0.27,True,10,3.0
73,2026-05-02T14:36:32.083448,0.26,True,10,2.0
74,2026-05-02T14:36:34.355098,0.27,True,10,9.0
75,2026-05-02T14:36:43.620513,0.26,True,10,8.0
76,2026-05-02T14:36:51.970034,0.34,True,10,18.0
77,2026-05-02T14:37:10.238127,0.26,True,10,13.0
78,2026-05-02T14:37:23.521913,0.28,True,10,3.0
79,2026-05-02T14:37:26.772349,0.25,True,10,14.0
80,2026-05-02T14:37:41.037105,0.26,True,10,20.0
81,2026-05-02T14:38:01.295852,0.26,True,10,17.0
82,2026-05-02T14:38:18.583664,0.29,True,10,7.0
83,2026-05-02T14:38:25.875644,0.29,True,10,20.0
84,2026-05-02T14:38:46.142900,0.26,True,10,7.0
85,2026-05-02T14:38:53.399462,0.25,True,10,1.0
86,2026-05-02T14:38:54.644313,0.24,False,0,7.0
87,2026-05-02T14:39:01.910101,0.26,True,10,20.0
88,2026-05-02T14:39:22.196010,0.28,True,10,13.0
89,2026-05-02T14:39:35.449019,0.25,True,10,9.0
90,2026-05-02T14:39:44.725021,0.28,True,10,5.0
91,2026-05-02T14:39:49.968416,0.24,True,10,6.0
92,2026-05-02T14:39:56.264049,0.29,True,10,4.0
93,2026-05-02T14:40:00.521959,0.25,True,10,19.0
94,2026-05-02T14:40:19.829506,0.3,True,10,3.0
95,2026-05-02T14:40:23.098453,0.27,True,10,5.0
96,2026-05-02T14:40:28.397845,0.3,True,10,19.0
97,2026-05-02T14:40:47.653697,0.25,True,10,3.0
98,2026-05-02T14:40:50.925716,0.27,True,10,6.0
99,2026-05-02T14:40:57.207963,0.28,True,10,6.0
100,2026-05-02T14:41:03.508824,0.3,True,10,
