request,time_stamp,duration (sec),success,generated numbers count,next_interval
44,2026-05-02T15:47:56.242000,0.29,True,10,13.0
45,2026-05-02T15:48:09.528607,0.28,True,10,26.0
46,2026-05-02T15:48:35.785665,0.25,True,10,31.0
47,2026-05-02T15:49:07.121939,0.33,True,10,29.0
48,2026-05-02T15:49:36.902867,0.78,True,10,26.0
49,2026-05-02T15:50:03.156651,0.25,True,10,23.0
50,2026-05-02T15:50:26.819799,0.66,True,10,13.0
51,2026-05-02T15:50:40.070802,0.25,True,10,2.0
52,2026-05-02T15:50:42.313111,0.24,True,10,8.0
53,2026-05-02T15:50:50.613740,0.3,True,10,6.0
54,2026-05-02T15:50:56.876005,0.26,True,10,12.0
55,2026-05-02T15:51:09.144666,0.26,True,10,13.0
56,2026-05-02T15:51:22.790454,0.65,True,10,14.0
57,2026-05-02T15:51:37.083422,0.29,True,10,33.0
58,2026-05-02T15:52:10.371849,0.28,True,10,1.0
59,2026-05-02T15:52:11.662000,0.29,True,10,23.0
60,2026-05-02T15:52:34.939307,0.27,True,10,30.0
61,2026-05-02T15:53:05.198955,0.25,True,10,1.0
62,2026-05-02T15:53:06.449097,0.25,True,10,11.0
63,2026-05-02T15:53:17.733087,0.28,True,10,13.0
64,2026-05-02T15:53:31.311796,0.57,True,10,32.0
65,2026-05-02T15:54:03.578440,0.26,True,10,16.0
66,2026-05-02T15:54:19.855307,0.27,True,10,10.0
67,2026-05-02T15:54:30.136640,0.28,True,10,35.0
68,2026-05-02T15:55:05.455547,0.32,True,10,2.0
69,2026-05-02T15:55:07.750087,0.29,True,10,4.0
70,2026-05-02T15:55:12.010435,0.26,True,10,9.0
71,2026-05-02T15:55:21.269653,0.26,True,10,4.0
72,2026-05-02T15:55:25.542070,0.27,True,10,15.0
73,2026-05-02T15:55:40.807344,0.26,True,10,31.0
74,2026-05-02T15:56:12.081969,0.27,True,10,3.0
75,2026-05-02T15:56:15.332229,0.25,True,10,21.0
76,2026-05-02T15:56:36.621360,0.29,True,10,25.0
77,2026-05-02T15:57:01.878260,0.26,True,10,21.0
78,2026-05-02T15:57:23.141217,0.26,True,10,26.0
79,2026-05-02T15:57:49.409852,0.27,True,10,20.0
80,2026-05-02T15:58:09.989068,0.58,True,10,30.0
81,2026-05-02T15:58:40.247799,0.26,True,10,6.0
82,2026-05-02T15:58:46.510624,0.26,True,10,27.0
83,2026-05-02T15:59:13.777572,0.26,True,10,31.0
84,2026-05-02T15:59:45.670897,0.89,True,10,7.0
85,2026-05-02T15:59:52.936251,0.26,True,10,15.0
86,2026-05-02T16:00:08.192508,0.26,True,10,31.0
87,2026-05-02T16:00:39.661605,0.46,True,10,15.0
88,2026-05-02T16:00:54.913325,0.25,True,10,18.0
89,2026-05-02T16:01:13.216727,0.3,True,10,15.0
90,2026-05-02T16:01:28.499696,0.28,True,10,35.0
91,2026-05-02T16:02:03.801331,0.3,True,10,2.0
92,2026-05-02T16:02:06.089236,0.28,True,10,21.0
93,2026-05-02T16:02:27.356350,0.26,True,10,5.0
94,2026-05-02T16:02:32.632646,0.27,True,10,16.0
95,2026-05-02T16:02:48.919171,0.28,True,10,7.0
96,2026-05-02T16:02:56.170427,0.25,True,10,18.0
97,2026-05-02T16:03:14.474993,0.3,True,10,19.0
98,2026-05-02T16:03:33.788268,0.31,True,10,11.0
99,2026-05-02T16:03:45.414149,0.63,True,10,6.0
100,2026-05-02T16:03:51.691223,0.27,True,10,
