request,time_stamp,duration (sec),success,generated numbers count,next_interval
73,2026-05-02T15:30:10.270001,0.28,True,10,4.0
74,2026-05-02T15:30:14.530234,0.26,True,10,14.0
75,2026-05-02T15:30:28.793159,0.26,True,10,14.0
76,2026-05-02T15:30:43.457723,0.66,True,10,17.0
77,2026-05-02T15:31:00.737987,0.27,True,10,5.0
78,2026-05-02T15:31:06.029259,0.29,True,10,15.0
79,2026-05-02T15:31:21.333931,0.3,True,10,15.0
80,2026-05-02T15:31:36.679200,0.34,True,10,21.0
81,2026-05-02T15:31:57.973133,0.29,True,10,25.0
82,2026-05-02T15:32:23.282857,0.3,True,10,7.0
83,2026-05-02T15:32:30.546177,0.26,True,10,21.0
84,2026-05-02T15:32:51.822314,0.27,True,10,25.0
85,2026-05-02T15:33:17.429551,0.6,True,10,5.0
86,2026-05-02T15:33:22.712988,0.28,True,10,16.0
87,2026-05-02T15:33:38.990774,0.27,True,10,12.0
88,2026-05-02T15:33:51.259183,0.27,True,10,10.0
89,2026-05-02T15:34:01.553062,0.29,True,10,8.0
90,2026-05-02T15:34:09.878226,0.32,True,10,14.0
91,2026-05-02T15:34:24.192868,0.31,True,10,16.0
92,2026-05-02T15:34:40.530293,0.34,True,10,17.0
93,2026-05-02T15:34:57.806006,0.27,True,10,21.0
94,2026-05-02T15:35:19.085845,0.27,True,10,22.0
95,2026-05-02T15:35:41.356010,0.27,True,10,3.0
96,2026-05-02T15:35:44.620684,0.26,True,10,15.0
97,2026-05-02T15:36:00.191589,0.57,True,10,7.0
98,2026-05-02T15:36:07.450345,0.25,True,10,8.0
99,2026-05-02T15:36:15.723797,0.27,True,10,6.0
100,2026-05-02T15:36:22.052415,0.32,True,10,
