request,time_stamp,duration (sec),success,generated numbers count,next_interval
74,2026-05-02T14:15:01.531696,0.27,True,10,11.0
75,2026-05-02T14:15:12.799043,0.26,True,10,15.0
76,2026-05-02T14:15:28.063388,0.26,True,10,17.0
77,2026-05-02T14:15:45.405376,0.34,True,10,1.0
78,2026-05-02T14:15:46.665119,0.25,True,10,6.0
79,2026-05-02T14:15:52.928397,0.26,True,10,12.0
80,2026-05-02T14:16:05.185628,0.25,True,10,16.0
81,2026-05-02T14:16:21.479319,0.29,True,10,26.0
82,2026-05-02T14:16:49.045074,1.56,True,10,12.0
83,2026-05-02T14:17:01.312664,0.26,True,10,3.0
84,2026-05-02T14:17:04.570426,0.26,True,10,20.0
85,2026-05-02T14:17:24.839409,0.26,True,10,10.0
86,2026-05-02T14:17:35.102407,0.26,True,10,26.0
87,2026-05-02T14:18:01.378127,0.27,True,10,3.0
88,2026-05-02T14:18:04.632176,0.25,True,10,19.0
89,2026-05-02T14:18:23.938486,0.31,True,10,29.0
90,2026-05-02T14:18:53.198544,0.26,True,10,5.0
91,2026-05-02T14:18:58.458751,0.26,True,10,10.0
92,2026-05-02T14:19:08.695587,0.24,True,10,14.0
93,2026-05-02T14:19:22.956789,0.26,True,10,14.0
94,2026-05-02T14:19:37.212893,0.25,True,10,27.0
95,2026-05-02T14:20:04.514789,0.3,True,10,3.0
96,2026-05-02T14:20:07.779156,0.26,True,10,18.0
97,2026-05-02T14:20:26.048653,0.27,True,10,8.0
98,2026-05-02T14:20:34.298298,0.25,True,10,3.0
99,2026-05-02T14:20:37.552682,0.25,True,10,21.0
100,2026-05-02T14:20:58.834000,0.28,True,10,
